FIR_ID,Crime_Type,Area,Latitude,Longitude,Date,Time,Severity,Status,Victim_Age,Victim_Gender,Day_of_Week,Hour
FIR00088,8,6,13.037731,77.593489,2026-06-20,1900-01-01 16:52:25,1,1,59,0,2,16
FIR00089,4,7,12.976455,77.643435,2024-08-21,1900-01-01 04:00:14,2,2,53,0,6,4
FIR00090,7,11,12.975241,77.601612,2024-09-26,1900-01-01 22:44:15,0,0,70,2,4,22
FIR00091,2,12,12.975592,77.57298,2026-02-22,1900-01-01 06:18:27,2,1,28,0,3,6
FIR00092,4,5,12.90911,77.643669,2026-06-23,1900-01-01 15:50:05,2,1,31,1,5,15
FIR00093,8,15,12.996445,77.550327,2026-07-07,1900-01-01 18:32:36,1,2,66,2,5,18
FIR00094,2,17,12.966605,77.751577,2026-03-22,1900-01-01 08:10:17,2,0,62,0,3,8
FIR00095,1,18,13.097533,77.593621,2024-11-11,1900-01-01 02:38:31,2,2,66,0,1,2
FIR00096,1,9,13.0099,77.700353,2024-07-23,1900-01-01 18:15:41,2,2,31,1,5,18
FIR00097,1,8,12.92092,77.591986,2025-09-09,1900-01-01 18:27:30,2,1,59,2,5,18
FIR00098,3,12,12.979489,77.572975,2025-06-09,1900-01-01 12:07:27,2,1,43,1,1,12
FIR00099,6,10,12.938294,77.622684,2026-03-01,1900-01-01 04:39:06,0,1,39,0,3,4
FIR00100,7,4,12.841562,77.676466,2025-11-05,1900-01-01 20:58:29,0,2,52,1,6,20
FIR00101,8,7,12.975168,77.643821,2024-09-08,1900-01-01 04:39:03,1,2,56,1,3,4
FIR00102,7,6,13.037521,77.593848,2024-10-27,1900-01-01 05:13:41,0,1,39,1,3,5
FIR00103,0,10,12.934612,77.629118,2025-06-28,1900-01-01 06:49:00,2,0,45,0,2,6
FIR00104,2,16,12.986378,77.607349,2024-12-23,1900-01-01 02:10:18,2,1,55,2,1,2
FIR00105,3,0,12.918721,77.606535,2024-12-05,1900-01-01 07:29:29,2,1,53,1,4,7
FIR00106,0,12,12.979625,77.571289,2025-05-14,1900-01-01 14:07:21,2,2,20,0,6,14
FIR00107,7,9,13.01255,77.695993,2024-07-26,1900-01-01 09:20:18,0,0,25,1,0,9
FIR00108,4,18,13.105457,77.599847,2026-02-12,1900-01-01 08:40:33,2,1,35,1,4,8
FIR00109,0,9,13.007958,77.693272,2025-07-07,1900-01-01 12:17:16,2,1,20,1,1,12
FIR00110,1,14,12.955378,77.696435,2024-09-18,1900-01-01 00:02:23,2,0,35,0,6,0
FIR00111,5,10,12.938971,77.624936,2025-10-16,1900-01-01 00:58:13,0,1,61,0,4,0
FIR00112,5,11,12.974906,77.609621,2024-08-13,1900-01-01 22:12:49,0,2,32,1,5,22
FIR00113,0,4,12.843824,77.672872,2025-05-11,1900-01-01 16:25:13,2,2,26,2,3,16
FIR00114,3,12,12.980729,77.567118,2025-04-19,1900-01-01 04:40:29,2,0,53,1,2,4
FIR00115,0,7,12.978214,77.642548,2026-05-18,1900-01-01 01:45:36,2,0,40,2,1,1
FIR00116,1,16,12.983037,77.60382,2025-04-21,1900-01-01 09:52:53,2,0,41,2,1,9
FIR00117,6,4,12.839898,77.672132,2025-07-20,1900-01-01 15:00:03,0,2,56,0,3,15
FIR00118,3,3,12.922953,77.676959,2024-12-14,1900-01-01 13:55:03,2,0,22,2,2,13
FIR00119,4,8,12.925749,77.597491,2025-07-31,1900-01-01 02:16:28,2,2,32,1,4,2
FIR00120,7,16,12.985191,77.601518,2024-09-06,1900-01-01 15:23:31,0,1,52,2,0,15
FIR00121,6,13,13.000959,77.572158,2025-11-06,1900-01-01 12:59:07,0,0,68,1,4,12
FIR00122,8,8,12.920774,77.595109,2026-05-12,1900-01-01 06:39:26,1,1,62,1,5,6
FIR00123,3,11,12.979521,77.60307,2026-05-21,1900-01-01 23:08:38,2,0,29,2,4,23
FIR00124,9,18,13.096128,77.592383,2025-05-08,1900-01-01 08:34:06,1,2,68,2,4,8
FIR00125,8,17,12.966964,77.752238,2025-05-11,1900-01-01 05:23:06,1,0,48,1,3,5
FIR00126,7,15,12.992395,77.556169,2026-04-25,1900-01-01 00:05:10,0,2,21,1,2,0
FIR00127,4,14,12.954717,77.697774,2025-04-07,1900-01-01 22:08:57,2,2,31,2,1,22
FIR00128,9,10,12.930283,77.625423,2025-11-22,1900-01-01 01:20:48,1,1,41,2,2,1
FIR00129,7,9,13.005622,77.699447,2025-03-22,1900-01-01 07:12:49,0,0,53,0,2,7
FIR00130,1,11,12.979959,77.608336,2026-03-12,1900-01-01 04:04:57,2,0,48,2,4,4
FIR00131,7,11,12.971232,77.603419,2026-02-24,1900-01-01 23:37:41,0,1,31,1,5,23
FIR00132,0,9,13.012478,77.694552,2025-11-30,1900-01-01 00:40:56,2,2,58,1,3,0
FIR00133,0,10,12.936654,77.627186,2025-03-09,1900-01-01 15:07:20,2,1,29,1,3,15
FIR00134,1,8,12.92646,77.593947,2025-06-16,1900-01-01 13:04:27,2,0,18,0,1,13
FIR00135,7,8,12.92398,77.590251,2025-09-06,1900-01-01 14:53:46,0,1,30,1,2,14
FIR00136,1,18,13.099961,77.600343,2025-03-05,1900-01-01 16:09:34,2,1,42,1,6,16
FIR00137,8,12,12.975538,77.567757,2025-05-02,1900-01-01 23:43:30,1,0,53,0,0,23
FIR00138,8,2,12.940576,77.568917,2025-03-24,1900-01-01 12:37:01,1,1,53,1,1,12
FIR00139,4,11,12.976777,77.601654,2026-04-15,1900-01-01 09:58:56,2,0,61,2,6,9
FIR00140,3,17,12.965413,77.754536,2026-07-07,1900-01-01 10:00:33,2,2,57,1,5,10
FIR00141,8,17,12.973396,77.750281,2026-06-01,1900-01-01 05:39:36,1,0,63,0,1,5
FIR00142,3,3,12.930613,77.677014,2026-04-11,1900-01-01 19:54:38,2,0,26,2,2,19
FIR00143,6,11,12.976356,77.606731,2025-04-17,1900-01-01 03:38:02,0,1,69,2,4,3
FIR00144,9,7,12.976805,77.638508,2025-05-21,1900-01-01 04:10:29,1,1,57,1,6,4
FIR00145,4,9,13.011003,77.695817,2024-08-04,1900-01-01 03:12:59,2,1,54,0,3,3
FIR00146,0,10,12.938982,77.628336,2025-05-29,1900-01-01 09:39:00,2,0,19,1,4,9
FIR00147,8,0,12.911882,77.611726,2026-01-01,1900-01-01 08:49:04,1,2,26,0,4,8
FIR00148,2,16,12.984743,77.604937,2025-10-01,1900-01-01 19:16:22,2,2,47,2,6,19
FIR00149,6,9,13.00868,77.69174,2025-07-14,1900-01-01 05:10:52,0,0,65,1,1,5
FIR00150,0,9,13.004327,77.696609,2025-02-15,1900-01-01 05:01:28,2,0,70,1,2,5
FIR00151,0,5,12.90733,77.645973,2025-03-30,1900-01-01 09:05:36,2,0,19,0,3,9
FIR00152,7,4,12.836598,77.680682,2026-07-22,1900-01-01 17:33:29,0,2,43,1,6,17
FIR00153,2,9,13.012934,77.697516,2025-03-06,1900-01-01 07:13:20,2,1,52,0,4,7
FIR00154,7,3,12.925526,77.671879,2025-07-30,1900-01-01 23:01:20,0,0,66,0,6,23
FIR00155,2,10,12.937395,77.626741,2024-11-22,1900-01-01 18:39:58,2,1,69,2,0,18
FIR00156,3,1,12.918485,77.569077,2026-02-26,1900-01-01 12:57:13,2,2,24,0,4,12
FIR00157,0,10,12.939862,77.626978,2025-05-19,1900-01-01 08:22:31,2,0,67,1,1,8
FIR00158,7,0,12.920286,77.613237,2026-06-18,1900-01-01 14:42:02,0,1,27,2,4,14
FIR00159,8,4,12.8426,77.681336,2025-06-10,1900-01-01 08:23:48,1,1,60,0,5,8
FIR00160,2,4,12.836245,77.672547,2026-03-31,1900-01-01 11:35:41,2,2,27,0,5,11
FIR00161,9,5,12.912672,77.642797,2026-01-17,1900-01-01 16:43:07,1,1,56,2,2,16
FIR00162,7,15,12.992018,77.556243,2025-08-18,1900-01-01 04:22:13,0,0,65,1,1,4
FIR00163,3,1,12.919415,77.573289,2025-06-18,1900-01-01 11:55:53,2,2,44,2,6,11
FIR00164,7,9,13.004008,77.695664,2025-02-18,1900-01-01 16:44:44,0,1,36,1,5,16
FIR00165,5,7,12.977189,77.639351,2024-12-24,1900-01-01 10:36:37,0,2,25,2,5,10
FIR00166,0,8,12.929972,77.598572,2026-04-30,1900-01-01 16:51:34,2,2,63,1,4,16
FIR00167,2,3,12.925784,77.675963,2026-02-08,1900-01-01 12:25:10,2,1,27,1,3,12
FIR00168,3,5,12.906634,77.651286,2025-12-14,1900-01-01 01:35:36,2,1,58,2,3,1
FIR00169,9,12,12.977411,77.567078,2026-05-05,1900-01-01 05:39:49,1,0,32,1,5,5
FIR00170,0,15,12.987595,77.551321,2025-10-18,1900-01-01 14:47:42,2,1,38,0,2,14
FIR00171,1,3,12.932513,77.680003,2026-05-17,1900-01-01 18:25:03,2,1,29,2,3,18
FIR00172,9,0,12.918841,77.613863,2025-01-09,1900-01-01 07:24:04,1,1,50,0,4,7
FIR00173,0,9,13.004895,77.698941,2024-08-04,1900-01-01 09:55:18,2,0,63,2,3,9
FIR00174,5,15,12.995193,77.557583,2025-09-15,1900-01-01 19:34:05,0,1,59,2,1,19
FIR00175,4,2,12.944819,77.568884,2026-05-12,1900-01-01 08:57:42,2,0,37,2,5,8
FIR00176,4,16,12.982809,77.601284,2026-02-09,1900-01-01 13:09:36,2,0,45,2,1,13
FIR00177,4,15,12.986899,77.549705,2024-08-10,1900-01-01 19:40:44,2,2,18,2,2,19
FIR00178,0,8,12.929763,77.595383,2025-08-16,1900-01-01 00:30:17,2,2,20,1,2,0
FIR00179,9,14,12.958054,77.701911,2025-10-16,1900-01-01 20:16:37,1,2,52,1,4,20
FIR00180,6,16,12.98278,77.607906,2025-08-30,1900-01-01 04:08:05,0,0,59,2,2,4
FIR00181,0,2,12.944806,77.574316,2024-09-16,1900-01-01 08:55:18,2,0,43,2,1,8
FIR00182,0,15,12.991564,77.558943,2025-01-20,1900-01-01 14:46:48,2,2,55,2,1,14
FIR00183,5,17,12.965949,77.754557,2026-04-15,1900-01-01 13:45:57,0,2,24,0,6,13
FIR00184,7,6,13.03834,77.593489,2025-05-22,1900-01-01 20:36:48,0,2,60,1,4,20
FIR00185,0,4,12.843443,77.673555,2024-11-08,1900-01-01 11:17:45,2,1,23,0,0,11
FIR00186,5,10,12.937524,77.624101,2025-06-09,1900-01-01 02:14:21,0,2,31,0,1,2
FIR00187,0,3,12.925234,77.681109,2026-06-16,1900-01-01 04:27:39,2,2,40,0,5,4
FIR00188,4,3,12.92812,77.680108,2026-04-30,1900-01-01 14:31:01,2,1,67,0,4,14
FIR00189,5,11,12.975091,77.60319,2026-04-11,1900-01-01 12:51:20,0,0,39,1,2,12
FIR00190,0,2,12.941535,77.571182,2024-11-30,1900-01-01 02:47:59,2,2,39,1,2,2
FIR00191,9,5,12.915203,77.651415,2025-05-01,1900-01-01 12:06:26,1,2,34,1,4,12
FIR00192,6,4,12.840359,77.675537,2025-11-19,1900-01-01 21:58:41,0,2,41,2,6,21
FIR00193,2,2,12.944476,77.57121,2025-09-04,1900-01-01 01:59:33,2,2,36,2,4,1
FIR00194,6,14,12.963805,77.699243,2025-01-02,1900-01-01 21:32:21,0,2,53,0,4,21
FIR00195,9,9,13.007376,77.698644,2025-01-23,1900-01-01 13:38:28,1,0,30,1,4,13
FIR00196,7,15,12.986536,77.558134,2026-03-16,1900-01-01 11:30:45,0,2,18,2,1,11
FIR00197,1,12,12.980631,77.571238,2025-06-23,1900-01-01 05:13:08,2,0,22,0,1,5
FIR00198,5,7,12.978234,77.64129,2025-07-02,1900-01-01 01:33:42,0,2,30,0,6,1
FIR00199,3,10,12.930468,77.62798,2025-10-24,1900-01-01 01:13:20,2,0,66,2,0,1
FIR00200,8,16,12.981929,77.606277,2026-06-20,1900-01-01 04:56:02,1,2,42,1,2,4
FIR00201,8,2,12.939352,77.573229,2026-06-19,1900-01-01 13:14:24,1,2,50,1,0,13
FIR00202,7,6,13.039623,77.595186,2025-09-07,1900-01-01 23:39:48,0,1,23,2,3,23
FIR00203,5,6,13.031065,77.597814,2025-11-19,1900-01-01 18:16:34,0,1,57,2,6,18
FIR00204,1,7,12.978084,77.645446,2025-03-28,1900-01-01 16:31:59,2,1,66,0,0,16
FIR00205,6,2,12.93871,77.567466,2025-08-17,1900-01-01 14:13:29,0,1,25,0,3,14
FIR00206,4,7,12.975983,77.642984,2026-06-20,1900-01-01 06:53:15,2,1,64,0,2,6
FIR00207,8,18,13.100512,77.598632,2025-04-17,1900-01-01 15:51:20,1,0,66,2,4,15
FIR00208,8,2,12.939335,77.569871,2024-12-03,1900-01-01 22:55:19,1,0,32,0,5,22
FIR00209,7,3,12.931098,77.678136,2026-07-21,1900-01-01 10:05:20,0,1,34,0,5,10
FIR00210,2,8,12.928897,77.594408,2024-09-13,1900-01-01 20:44:53,2,2,31,2,0,20
FIR00211,4,5,12.909395,77.649133,2025-04-03,1900-01-01 22:18:47,2,1,27,0,4,22
FIR00212,7,8,12.921467,77.597214,2025-04-20,1900-01-01 16:30:10,0,2,19,1,3,16
FIR00213,2,17,12.970868,77.748595,2024-11-28,1900-01-01 09:31:25,2,2,48,1,4,9
FIR00214,7,6,13.037823,77.599279,2025-12-03,1900-01-01 21:53:11,0,2,23,0,6,21
FIR00215,6,6,13.038826,77.598413,2026-01-11,1900-01-01 05:03:47,0,0,18,0,3,5
FIR00216,0,18,13.101592,77.593644,2025-12-17,1900-01-01 05:27:16,2,2,36,1,6,5
FIR00217,3,1,12.915996,77.57605,2024-10-20,1900-01-01 13:08:23,2,1,27,0,3,13
FIR00218,5,8,12.928634,77.591051,2025-05-22,1900-01-01 20:19:45,0,2,52,2,4,20
FIR00219,6,18,13.097557,77.600731,2026-01-07,1900-01-01 01:26:10,0,0,30,2,6,1
FIR00220,8,3,12.930679,77.674858,2025-04-28,1900-01-01 08:10:36,1,2,49,0,1,8
FIR00221,7,11,12.971177,77.604857,2026-01-22,1900-01-01 10:08:12,0,0,33,1,4,10
FIR00222,5,12,12.97585,77.574734,2025-04-02,1900-01-01 08:41:30,0,0,38,1,6,8
FIR00223,8,10,12.935448,77.626343,2026-03-09,1900-01-01 22:54:37,1,1,31,2,1,22
FIR00224,2,12,12.981107,77.574606,2024-10-19,1900-01-01 21:19:59,2,2,51,1,2,21
FIR00225,4,9,13.007015,77.696807,2025-09-05,1900-01-01 22:04:30,2,2,30,2,0,22
FIR00226,1,12,12.982559,77.568798,2025-09-17,1900-01-01 01:48:07,2,0,58,2,6,1
FIR00227,8,3,12.924838,77.674537,2025-01-31,1900-01-01 01:50:01,1,1,53,2,0,1
FIR00228,6,16,12.983778,77.60847,2026-07-19,1900-01-01 15:47:29,0,0,56,0,3,15
FIR00229,7,18,13.099178,77.599031,2024-08-19,1900-01-01 14:33:22,0,2,50,1,1,14
FIR00230,7,5,12.912378,77.646983,2024-11-28,1900-01-01 02:18:13,0,2,26,0,4,2
FIR00231,6,7,12.975109,77.637124,2025-10-23,1900-01-01 08:41:05,0,2,22,2,4,8
FIR00232,4,4,12.836435,77.673164,2025-11-21,1900-01-01 23:35:45,2,0,44,0,0,23
FIR00233,5,8,12.920786,77.596092,2024-12-15,1900-01-01 21:53:28,0,1,18,2,3,21
FIR00234,0,4,12.842319,77.680821,2025-03-02,1900-01-01 04:50:30,2,0,50,0,3,4
FIR00235,4,4,12.844458,77.677566,2024-10-23,1900-01-01 13:53:22,2,1,57,1,6,13
FIR00236,4,2,12.944419,77.576067,2026-05-30,1900-01-01 10:32:32,2,1,46,2,2,10
FIR00237,9,17,12.968255,77.752718,2026-07-19,1900-01-01 05:03:34,1,2,35,1,3,5
FIR00238,6,18,13.098943,77.597591,2026-06-30,1900-01-01 19:35:16,0,2,42,0,5,19
FIR00239,8,4,12.843928,77.681177,2025-07-07,1900-01-01 04:45:56,1,2,32,1,1,4
FIR00240,5,6,13.035656,77.597785,2025-02-17,1900-01-01 09:05:47,0,0,20,1,1,9
FIR00241,4,17,12.970058,77.748087,2026-07-20,1900-01-01 22:37:45,2,1,68,0,1,22
FIR00242,6,5,12.913835,77.649834,2026-05-10,1900-01-01 20:39:40,0,2,56,0,3,20
FIR00243,9,8,12.921957,77.595795,2025-09-01,1900-01-01 23:25:32,1,1,35,2,1,23
FIR00244,1,13,13.005253,77.572449,2025-12-16,1900-01-01 13:25:32,2,2,24,0,5,13
FIR00245,2,13,13.000125,77.571246,2024-12-03,1900-01-01 20:38:14,2,2,61,1,5,20
FIR00246,4,10,12.938261,77.620745,2025-12-26,1900-01-01 03:38:26,2,2,49,2,0,3
FIR00247,9,8,12.926264,77.598755,2025-05-02,1900-01-01 10:17:22,1,2,61,1,0,10
FIR00248,3,7,12.978559,77.645442,2026-01-26,1900-01-01 00:05:00,2,2,19,0,1,0
FIR00249,9,10,12.930521,77.622603,2026-05-21,1900-01-01 09:19:54,1,1,48,0,4,9
FIR00250,7,2,12.940957,77.566857,2026-06-19,1900-01-01 07:05:04,0,2,44,1,0,7
FIR00251,4,1,12.922736,77.57848,2025-09-14,1900-01-01 01:33:27,2,2,27,0,3,1
FIR00252,3,10,12.937895,77.624854,2025-12-28,1900-01-01 20:43:14,2,2,62,0,3,20
FIR00253,3,15,12.994116,77.558097,2025-04-13,1900-01-01 00:16:57,2,2,51,2,3,0
FIR00254,1,8,12.922143,77.594113,2026-01-18,1900-01-01 02:46:12,2,0,42,1,3,2
FIR00255,5,11,12.979719,77.601062,2026-03-04,1900-01-01 07:13:53,0,1,62,1,6,7
FIR00256,8,10,12.939927,77.620471,2026-02-01,1900-01-01 04:25:09,1,0,35,1,3,4
FIR00257,4,10,12.937949,77.625636,2025-06-20,1900-01-01 23:31:57,2,2,32,2,0,23
FIR00258,5,7,12.976998,77.640345,2025-07-11,1900-01-01 23:30:01,0,0,52,0,0,23
FIR00259,6,15,12.99189,77.558795,2026-05-24,1900-01-01 02:26:24,0,0,22,2,3,2
FIR00260,1,0,12.917913,77.610594,2024-12-24,1900-01-01 17:25:02,2,1,23,2,5,17
FIR00261,5,3,12.923175,77.678565,2025-06-13,1900-01-01 20:08:40,0,2,57,0,0,20
FIR00262,8,18,13.10434,77.593642,2026-01-20,1900-01-01 17:45:53,1,2,47,0,5,17
FIR00263,6,5,12.914014,77.643832,2024-08-20,1900-01-01 06:12:30,0,2,57,0,5,6
FIR00264,6,5,12.910141,77.650284,2025-09-11,1900-01-01 09:09:50,0,0,70,1,4,9
FIR00265,2,17,12.965653,77.749836,2025-03-18,1900-01-01 16:21:06,2,1,54,0,5,16
FIR00266,2,3,12.932578,77.675637,2025-01-12,1900-01-01 12:06:52,2,1,39,2,3,12
